,location,company_name,job_title,summary,full_info
429,London,The JM Group,Finance Analyst - Reconciliations,"The ideal Reconciliation Analyst will be responsible for reconciling the data between two systems.
Need to make sure the balances reconcile and they are the…","This is a 3 month contract role based in London

The ideal Reconciliation Analyst will be responsible for reconciling the data between two systems. Need to make sure the balances reconcile and they are the same. They need to understand the application of interest aaccruals etc. Understand data and be diligent and have good attention to detail.


To be successful in this role, you will have previously and most recently worked within the Banking Industry. In addition you will have held a role within the core Finance function with a focus on reconciliations and a strong understanding of balance sheet reconciliations. Ideally would also be working towards a professional qualification, ACCA, CIMA, ACA or AAT.

The JM Group is operating and advertising as an Employment Agency for permanent positions and as an Employment Business for interim / contract / temporary positions. The JM Group is an Equal Opportunities employer and we encourage applicants from all backgrounds."
430,London,Capital Index,Junior KYC and On-boarding Analyst,"Be available to support regular seminars offered by Partner companies and assist with account opening queries via chat, telephone and email.","Savant are currently partnering with a professional investment and services firm with the recruitment of a Qualified Finance Director/CFO for a new client. This individual will be the CFO for a high net worth family and their estates, dealing with personal financial matters and investments and global travel will be required from time to time. Candidates must be fluent in Spanish.


Duties and responsibilities:

Attending regular meetings with the family principal, other advisers and/or with other family members

As the Finance Director you rill have financial oversight of any significant capital projects being undertaken by the family and liaising with the project team to monitor, plan/recommend budgets and expenditure

Monitoring and forecasting family cash flows for business and personal interests

Liaison with banks

Co-ordination and supervision of a monthly gathering supplier invoices for approval and the subsequent payment of these

Supervision of both bookkeeping and management accounts' preparation

Preparation of consolidated reports, reviews of variances and preparation of commentaries

Generally, enable client to forward plan through provision of effective management accounts, budgets and cash flow forecasts

Overseeing local compliance for UK and non-UK (principally Spanish) entities

Co-ordination of tax advice/planning

Development of processes to increase reporting efficiency

Thinking proactively for the family and in a forward-looking and value-added way


The chosen Finance Director/CFO will have be a qualified accountant and have experience and knowledge of Spanish accounting standards and regulations."
431,London,Tradeweb,Financial Accountant,"Recently qualified accountant/Finalist (ACA, ACCA, CIMA) , with previous relevant experience.
You will be a self-starter with excellent analytical skills.","Desktop Engineer (Financial Services, Desktop, SCCM)
A leading financial services organisation are looking to hire a talented Desktop Engineer (Financial Services, Desktop, SCCM) to join their ranks in London. The Desktop Engineer (Financial services, Desktop, SCCM) will use a range of capabilities to solve 1st-3rd line technical queries.
Responsibilities for the Desktop Engineer (Financial Services, Desktop, SCCM):
Investigate and resolve complex incidents / problems, working with the customer, other teams and vendors where necessary in line with priority/business impact, ensuring SLAs are met.
Build and maintain excellent relationships with all clients and effectively manage challenging situations.
Analyse incident trends to be able to provide proactive support to improve performance and service to clients.
Ensure accurate and detailed event recording in incident handling system.
Ensuring adherence to and maintenance of defined policies and procedures.
Maintaining and producing documentation for support procedures.
Technical skills for the Desktop Engineer (Financial Services, Desktop, SCCM):
Strong Windows 10 knowledge
A proven track record of building strong relationships
Office 2016 suite knowledge
Windows Server 2012-2016 experience
Excellent Desktop support knowledge
A working knowledge of SCCM
Strong capabilities around Active Directory"
432,London,Elevate Group,Senior Sales Executive – Asset backed Investment Bonds.,"Working only with qualified in-bound leads, your role will entail generating new clients through calls, emails and meetings.
1st Year OTE: £75,000 - £90,000.","An excellent opportunity has become available with a rapidly growing and very exciting Insurance business for a seasoned Investment professional to join them as their new Investment Analyst.

Reporting to the Head of Investments the successful applicant will support the investment function in a wide range of tasks within the function and across the business.

These will include (but not limited to) Investment Strategy, benchmarking, market and portfolio management, governance and compliance, investment operations and investment reporting including Solvency II and BMA.

Applicants must have a strong academic background and be working towards a professional qualification, have previous investment analyst experience gained within an insurance environment and with a solid understanding of financial markets, have strong quantitative and qualitative analytical skills and be comfortable using various investment software e.g. Bloomberg, Clearwater etc."
433,London,experisuk,Finance Director,"Fully qualified accountant, ideally from a Big4 background.
This role supports the Engineering teams and is responsible for partnering with and providing all…","A fantastic opportunity has arisen for a highly motivated Strategic Finance Manager to join our Global Decision Analytics Finance.

Decision Analytics (DA) is a software business that uses Experian’s data, market leading software and analytical capabilities to provide solutions to clients to enable them to make decisions about their business and customers.
Software is provided across the customer lifecycle; which customers to lend to, how to best recover debt from customers whilst treating each customer fairly, and tools which mitigate fraud risk. DA has seen significant investment in recent years and have recently launched Experian One, CrossCore and PowerCurve Collections.

The role:
Key member of the Global Decision Analytics FP&A team; helping to deliver robust analysis and insight to the global DA leadership teamAct as a key link between the regions and Global Business Line (GBL)Work closely with GBL finance team members in Nottingham, Kuala Lumpur, Scottsdale and Monaco
Reporting and Analysis:
Lead the month end process and production of the monthly information deck and executive summaryFor quarterly external announcements, support the production of newsletters used by the Internal Comms team.
Analyse revenue based on product, client and revenue type.
Support the transfer of reports to the Business Intelligence reporting tool (MINT)Represent the DA finance team on various Finance 2020 projectsProduce presentations, business models and analysis as requiredFor new products, help to ensure the on-boarding onto Salesforce, Hyperion and the billing systems

Forecasting:
Lead the monthly review of the forecasting (MMC) process and production of the associated management information packLead the annual DA global budget processFrom a finance perspective, lead the DA Strategic Plan process, working with the DA leadership team and regional finance teamsDevelop the reporting and analysis agenda for Salesforce pipeline and win / loss data. Through this, work closely with product managers and the DA GBL leadership team to provide insightful and relevant information and trends.

Business Partnering:
Work with the Finance Business Partners to provide information and analysis to support growth initiativesPartner with the ID & Fraud, Decisioning and Analytics teams to support their reporting and analysis requirementsAs required, support the production of business cases, global SPC papers and post investment reviewsNetwork with colleagues to build relationships whilst developing a strong understanding of the commercial aspect of DAAbility to assist with Ad hoc requests, as required
What are we looking for?

Essential:
ACA or CIMA qualified, or equivalentExtensive post qualified experienceExperience in a FTSE 250 company-environment preferredExperience in collaborating in a matrix environment across regions on a global level requiredSoftware or Tech industry experience requiredEducated to a degree level or equivalentExcellent Microsoft Excel / PowerPoint / Word skillsProactive approach to change and an enthusiasm to get involvedAttention to detailDeliver information quickly, whilst being able to work with ambiguityDriven and ambitiousExperience of having worked in a fast-paced matrix environment and able to successfully manage multiple competing prioritiesExperience of working across multiple geographiesExcellent interpersonal, business partnering and influencing skillsAbility to work with ambiguity

Desirable:
Excel modelling experienceUse of Hyperion, Smartview and Salesforce"
434,London,Savant Recruitment,Finance Director,The chosen Finance Director/CFO will have be a qualified accountant and have experience and knowledge of Spanish accounting standards and regulations.,"We are urgently seeking an experienced Lithuanian or Russian speaking Finance Manager, who will join an international company, which Head Office is in South Woodford, UK. We ideally would be seeking someone with 3+ years’ experience within Financial Management / Accountancy, ideally you will have been exposed to working with Inter-company accounts. We are seeking someone fully qualified within Accountancy ACCA and/or CIMA qualified. Responsibilities - formation of financial goals and priorities; preparation of financial statements and analysis of results, budgeting, cost allocation and other assistance to management. We offer a salary based on the candidate’s experience (£ 30,000 - £ 50,000 per year), with support for further development.Benefits:Work from home opportunitiesFlexible working hoursJob Types: Full-time, Part-time, PermanentSalary: £30,000.00 to £50,000.00 /yearExperience:Management: 1 year (Preferred)Education:Bachelor's (Preferred)"
435,London,Ampersand Consulting,"Desktop Engineer (Financial Services, Desktop)","The Desktop Engineer (Financial services, Desktop, SCCM) will use a range of capabilities to solve 1st-3rd line technical queries.","About Barclays UK TransformationOur customers don’t separate Barclays into branches, contact centres, digital channels. They just see one Barclays. So why should we be any different? We have to be one Barclays. That means seeing the bigger picture, not just the channel or area we work in. We often see Barclays from the inside-out, but we need to see Barclays from the outside-in, the way our customers see us. We have to be joined-up, to understand what we offer across all our channels and centres of excellence, to connect the customer in front of us with the best solution we can collectively offer them. Customers can choose what works for them: the empathy and expertise of a human touch combined with the ease and efficiency of digital, personalised by data. That’s how we’ll make every experience loved.It starts with us. We have to be restlessly curious about our colleagues across Barclays UK – who they are and what they do – so we can proactively offer customers the right channel for them.About BUK Change DeliveryOur Transformation Centre of Excellence leads our strategic planning and the design and delivery of our BUK transformation plan, enabling the seamless delivery of memorable customer experiences across our virtual, digital and branch based-banking channels. Our Transformation Team proactively identifies opportunities to meet rapidly changing customer and colleague expectations, driving growth and reducing cost and flawlessly delivering change. Our scope is wide reaching, connecting across BUK, and includes Horizon Planning, strategy development, delivering technical system and digital changes, lifting experience standards and changes to operational processes. The customer and colleague experience is at the heart of everything we do and our aim is to enable a 5 Star Experience that ensures ‘Every Experience is Loved’.Dynamic working gives everyone at Barclays the opportunity to integrate professional and personal lives, if you have a need for flexibility, then please discuss this with the hiring manager.­­­­­­­­­­­­­­­­­ We are an equal opportunity employer and we are opposed to discrimination on any grounds.Overall purpose of role· Take prime responsibility, working with the Project/Programme Manager and stakeholders to identify, quantify, plan and control all Business Analysis related activity on a business change project/programme from initial scoping, requirements gathering, through to operational design.· To manage specific Business Analysis workstreams on major business change projects and small change programmes to provide specialist, objective analytical insight based on work completed by Subject Matter Experts (SME’s) on a project/programme.· To assess, design, develop and implement new business processes, systems, products and services that are the deliverables from a strategic business change project as part of an overall strategic business change programme.· Complete a complex and diverse range of tasks against Key Performance Indicators (KPI’s)· Actively contribute and champion the development of the change delivery process.· Potentially Line Manage and mentor BA4 Business Analysts to assist with their education in analysis skills, quality of work and personal development.· To lead objective analytical insight based on work completed by Subject Matter Experts (SME’s) on BAU activities and business change projects.· To initiate, formulate and present recommendations based on analysis in order to influence the decisions made by the Project management and Business Analysis function.· Own and direct specific deliverables within the Business Analysis workstreams.· Provide support to the Project Manager and Lead/Senior Business Analysts.· Take responsibility for the professional development needs of the wider Barclays UK Business Analysis community.· Be responsible for their own professional development needs.· Actively contribute and champion the development of the Business Analysts across Barclays UK.Key AccountabilitiesDelivery of business analysis workstreams to meet project targets and KPIs· Champion the delivery methods which are being adopted by Barclays UK· Support project management in defining the project and producing the project definition / Viability Assessments and supporting plans· Actively contribute to the realisation of the project aims and objectives, and the contribution of Business Analysis to those aims and objectives· Effective management and reporting of own time to deliver against project plan· Ensure the delivery and presentation of Business Analysis is to appropriate levels of quality, on time and within budget, in accordance with the project plan· Provide data analysis and scenario modelling· Provide objective analysis of SME outputOrganisational development· Identify, propose and champion new and improved Business Analysis methods, tools and techniques to be adopted by the Analysts across Barclays UK· Identify, propose and champion new and improved processes within the Barclays change cycle.Personal and professional development· Maintain leading-edge personal and professional development by regular and focused activity, which covers the complete development spectrum (i.e. conferences, courses, personal coaching, brown bag sessions etc).· Actively drive and take ownership of development in the Barclays UK business analysis community· Keep up to date personally with latest thinking in Business Analysis· Ensure that reports keep up to date with latest thinking in Business Analysis· Keep up to date personally with the relevant business operational processes within Barclays UK· Achieve the required level of accreditation in the Group’s mandated Change Methods and Tools· Provide objective feedback and input into formal Performance Management Reviews and Annual Reviews of all direct project reports, whether these are assigned from within Barclays UK, or from the business line or other functionsStakeholder Management and Leadership· Manage specific project Business Analysis workstreams to meet project targets· Report progress regularly to the project manager· Undertake Business Analyst interviews (including organising and facilitating joint requirements planning sessions and working groups) and analysis· Potentially Line manages individuals, including Performance Management, Interim and Annual Reviews, Personal and Professional Development needs.· Provide leadership and coaching to ensure that all staff are aligned to the goals and culture of both BUK Change Delivery and Barclays UK.· Rigorously discharge all of the Group’s HR policies (including Performance Development, Equality and Diversity, Disciplinary & Grievance) in respect of staff Line Managed· Act as a role model in terms of both delivery and behaviour for all staff in Barclays UK· Demonstrate total commitment to the personal and professional development of all members of Barclays UK· Mentor and coach colleagues and clients by sharing experienceDecision-making and Problem Solving· Provide analytical support to project management and the Barclays UK leadership team where appropriate· Lead the production and manage sign off of:o Project analytical fact baseo Project business requirements definition (high and detailed level)o Project operational design (high and detailed level)· Contribute to the production of:o Project business and benefits caseo Project change impact assessmentso Training materialRisk and Control ObjectiveEnsure that all activities and duties are carried out in full compliance with regulatory requirements, Enterprise Wide Risk Management Framework and internal Barclays Policies and Policy Standards.Person SpecificationExperience in and understanding of the following:· Advanced level of designing business solutions· Advanced level of data analysis & statistical techniques· Advanced presentation and documentation skills· Advanced level of operational design and modelling skills· Advanced level of requirements gathering, analysis and definition· Advanced level of process analysis, mapping and design· Advanced ability to communicate well and make relationships work· Higher level stakeholder management· Advanced level of facilitation skills· Advanced level of practice in business analyst methods and disciplines· Higher BUK operational landscape knowledge· Higher ability to drive commercial success· Higher ability to drive operational excellence· Higher ability to engage, motivate and inspire people· Advanced ability to innovate for the future· Manage compliance and risk· Higher ability to plan effectivelyEssential Skills/Basic Qualifications:· Strong BA skills/experience· Requirement gathering· Stakeholder management· Process / design mappingDesirable skills/Preferred Qualifications:· Experience of working within a SDLC and Agile project environment· Industry standard BA qualification· Understanding of BA methodologies6 Month Contract initially flexible on the location as remote working will be permitted due to Covid-19 situationJob Types: Full-time, ContractSalary: £50.00 to £60.00 /hourExperience:Stake Management: 1 year (Required)Change Management : 1 year (Required)Agile Project Environment: 1 year (Required)Financial Services: 1 year (Required)Business Architecture : 1 year (Required)Education:Bachelor's (Required)Work remotely:Temporarily due to COVID-19"
436,London,Harrison Holgate,Investment Analyst,"These will include (but not limited to) Investment Strategy, benchmarking, market and portfolio management, governance and compliance, investment operations and…","You will provide support to the sales department by ensuring all administrative tasks related to the loan approval process are completed in a timely manner with a high degree of accuracy. This will include: #Collecting and reviewing supplementary documents in order to assess a customer's eligibility for automotive financing#Carefully analyzing a customer's credit report while taking note of positive payment patterns and fluctuations#Creating and forwarding legal loan documents on behalf of the sales team#Contacting lending partners to discuss declined deals and finding solutions for gaining approval #Contacting lending partners to discuss declined deals and finding solutions for gaining approval # Actively working to expedite loan approval process by verifying relevant documents in a timely manner#Making employment and character reference calls#Ensuring compliance on all loan products
Keen eye for detail with strong analytical and organization skills#Able to prioritize and quickly complete a constant flow of requests#Excellent verbal and written communication skills#Able to work independently and within a team#Positive friendly personality with a good sense of humor"
437,London EC4Y,Experian,Strategic Finance Manager (FP&A) - Experian Decision Analytics,"ACA or CIMA qualified, or equivalent.
Decision Analytics (DA) is a software business that uses Experian’s data, market leading software and analytical…","To start your Crowe journey within Risk & Assurance, you would be part of the NFP business which is currently the No.1 provider of audit services within the UK.


We are Crowe - one of the UK’s foremost Audit, Advisory and Tax experts. We are part of Crowe Global, offering the right combination of global reach and expertise to help our clients succeed.


Risk & Assurance provide a range of assurance and advisory services to a range of clients, predominantly within the Non Profit space, as well as supporting a number of corporate and financial services organisations. The work is varied and includes outsourced and co-sourced internal audit services, risk management support, technology assurance, cyber security, data analytics, data protection, Finance Function reviews and wider consultancy pieces. The team has experienced a period of rapid and sustained growth and is bringing in a dedicated graduate intake to work within the business.

You will work with our comprehensive portfolio of clients in Non Profit but also gain exposure to our corporate clients within Risk & Assurance to help broaden your experience. Given the work is a mix of core internal audit and advisory, there will be exposure to a range of challenges, working in a fast paced and changeable environment.


You will study via the ICAEW pathway and study the ACA qualification over 3 years:

First Year:

Your first year would consist of supporting a range of assignments, developing your core skills in internal audit and working on a range of reviews with the seniors and managers
You will be completing the ICAEW Certificate level modules of Accounting, Assurance, Business & Finance, Law, Management Information and Principles of Taxation

Second Year:

Your second year will involve taking on more standalone and complex reviews, including undertaking a range of non-financial systems reviews
You will use the experience gained in order to build wider relationships with the client organisations
You would also provide buddy support to the new graduate intake
You will also complete the ICAEW Professional Level modules including Business and Planning, Business Strategy and Financial Management. While covering off Audit & Assurance, Financial Accounting & Reporting and Tax Compliance.

Third Year:

Taking on responsibility for the planning of individual assignments
Supporting the completion of tender submissions and identifying opportunities to support clients in their regulatory and compliance challenges
Leading assignments on site with the new members of the team, providing advice and support
Sitting and passing exams
In this final year, you will complete the ICAEW advanced level modules including Corporate reporting, Strategic Business Management and a Case study


Our minimum requirements:

An expected or achieved 2:1 or equivalent
BBB (or equivalent UCAS points) from three A Levels (or equivalent)
GCSE grade B or above in Maths & English Language


Why work for Crowe UK LLP?

As one of the UK’s leading firms of chartered accountants, we are looking for exceptional people. Our ethos is to promote our friendly, approachable and professional style as business partners, building strong and long-term relationships with our clients.

We offer you an opportunity to continue your career and work for a Firm that offers stability and knowledge. In addition you can work alongside experienced professionals who put the client at the heart of everything they do.

At Crowe UK LLP, you will find the expertise, the resources and, above all, the commitment to help you build a satisfying and rewarding career. In return we can offer you continued career development, highly competitive salaries and flexible benefits. Plus an opportunity to work for a Firm that truly values its people."
438,London,Go Green Hydro,Finance Manager,"We are seeking someone fully qualified within Accountancy ACCA and/or CIMA qualified.
Responsibilities - formation of financial goals and priorities;…","The revenue contol is an essential part of the wider finance department of the Firm and is expected to deliver an exceptional service to our fee earners and clients. The billing function is extremely fast paced and our role is to assist fee earners across the network with all aspects of invoice review and processing.

Qualifications

Key Responsibilities and Deliverables

Dealing with a large portfolio of prestigious clients and liaising with them on a daily basis regarding their debts, predominantly via telephone.
Supporting a team of partners, taking responsibility for their billing and credit control requirements, and closely monitoring billing and cash collection budgets and targets.
Attending and reporting on monthly work-in-progress meetings, and advising team members on outcomes.
Assisting line managers with the preparation of various financial reports on a regular basis, and advising fee earners on fee deals, tariffs and rates using your understanding of recoveries.
Overseeing the billing for a client, ensuring that bills are prepared and dispatched promptly and feeding back on progress.
Dealing with all aspects of client queries regarding invoiced fees and any detailed information that may be required.
Preparing debt reporting statements and liaising with cashier teams on cheque and bank transfers and payments lists.

Key Requirements

Excellent communication and persuasion skills to liaise effectively at all levels.
Good knowledge of Excel (including setting up spreadsheets and adding formulas as a minimum knowledge required) - Excel knowledge will be tested during the interview process;
Strong customer service/ stakeholders management experience;
Confident working with numbers with the ability to reconcile accurately.
Demonstrated use of initiative when problem-solving, including providing innovative solutions to issues and their anticipated responses.
Previous experience within a partnership/fee earning environment;
Legal experience or knowledge of terminology;
Conscientious time-keeping showing flexibility when required;
Experience of Elite 3E (Thomson Reuters).

The Individual

With strong organisational skills, the ability to prioritise work effectively, and high levels of attention to detail and accuracy, as a Revenue Controller with Freshfields Bruckhaus Deringer LLP you will need to be confident working to meet deadlines without close supervision. You will need to be comfortable working under pressure in a busy environment, and demonstrate an understanding of wider business issues and generating new ideas to add value.

Freshfields is an equal opportunities employer and all applications received by the firm will be considered by the firm on the basis of their merit alone and we welcome applications from all suitably qualified individuals regardless of background. All offers of employment will be conditional on the candidate having/securing the right to work in the UK and providing the firm with evidence of that right (as required by the Immigration, Asylum and Nationality Act 2006) prior to employment commencing. Please note that, in line with the requirements of the UK Border Agency, non-EEA candidates may not be appointed to a post if a suitably qualified, experienced and skilled EEA candidate can fill the position.


Freshfields is a Ban the Box employer. We ask applicants to disclose criminal convictions only when a conditional job offer is made. A conviction does not automatically lead to withdrawal of the offer: we make decisions on a case by case basis and take a number of factors into account (eg the role you are applying for and the circumstances of the offence). You would have the opportunity to discuss the matter with us before we make a decision."
439,London,Alexander Mann Solutions,Business Analyst,"Our Transformation Centre of Excellence leads our strategic planning and the design and delivery of our BUK transformation plan, enabling the seamless delivery…","Apply Now

Bloomberg runs on data, and in the Global Data team we're responsible for acquiring it and providing it to our clients. We collect, analyse, process and publish the data which is the backbone of our iconic Bloomberg Terminal- the facts and figures which ultimately move the financial markets. We apply problem-solving skills to identify innovative workflow efficiencies and we implement technology solutions to enhance our systems, products and processes- and all this while providing platinum customer support to our clients.

The Role:

As a Data Specialist you will play a critical role in ingesting and analysing data, managing workflow processes to solve client problems, and providing superior customer service. This may include monitoring industry events and executing upon a variety of projects aimed at improving the timeliness, accuracy, and quality of our data. Data Specialists also provide support for internal and external clients that consume the data so you will be required to collaborate with multiple teams across the firm, which makes the role diverse and provides an opportunity for continuous learning.

We’ll trust you to:
Extract and rationalise data to Bloomberg taxonomies in accordance with established methodologies
Manage projects to optimize processes and/or improve the quality of our data products
 Perform quality control to ensure data accuracy by inspecting Bloomberg data values and comparing them to source documents
Provide customer support for users of Bloomberg products such as the Professional Service, News, Enterprise Solutions, and Bloomberg Law by resolving inquiries in a timely manner
 Procure content to support best-in-class coverage of the data set
 Codify market conventions and/or data relationships into business rules for data validation
 Perform incident management, from troubleshooting and root cause analysis to overall problem management
 Contribute to continuous improvement by generating ideas to improve the data products and/or associated processes
 Participate in ad hoc projects to optimize processes and/or improve the quality of the data set
 Report on results of on-going operations and projects, as required
 Utilise subject-matter-expertise to set and maintain methodologies for data management
You’ll need to have:
 A bachelor's degree preferably in Finance or Economics
 Fluency in English and a main European language or Russian, Turkish, Hebrew, Arabic or Japanese. The specific language required will be subject to business needs and will be confirmed in due course.
 Excellent written and verbal communication skills
 Proficiency with Microsoft Applications, particularly Excel
 Familiarity with data processing paradigms and associated tools and technologies
 Strong attention to detail and high degree of demonstrated decision-making and problem solving skills
 Eagerness to learn and collaborate with others
 Interest in and aptitude for technology
 Client-focused mindset
 Ability to work under pressure and in a frequently changing environment
We’d love to see:
 Exposure to Bloomberg products such as the Professional Service
 A master’s degree in Finance or Economics
 Project management skills and/or experience
 Working knowledge of VBA and/or SQL
 Familiarity with mark-up languages such as XML, SGML, JSON, YAML, and/or HTML
Does this sound like you?

Apply if you think we're a good match. We'll get in touch to let you know what the next steps are!

In the meantime feel free to have a look at this:https://www.bloomberg.com/careers/global-data/

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, colour, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status

Bloomberg is a disability inclusive employer. Please let us know if you require any reasonable adjustments to be made for the recruitment process. If you would prefer to discuss this confidentially, please email access2@bloomberg.net. Alternatively, you can get support from our disability partner EmployAbility, please contact +44 7852 764 684 or info@employ-ability.org.uk.

Open Date: 28th August 2019

Close Date: 25th September 2019
Salary: Competitive + Benefits

Apply Now"
440,London EC1A 4HY,Capital Index,Junior KYC and On-boarding Analyst,"Be available to support regular seminars offered by Partner companies and assist with account opening queries via chat, telephone and email.","Company Description

Fascinated by the future and captivated by technology? Smart, driven and want to make a difference in the world? You will fit right in.
By joining one of our teams at Visa Payments Limited, a division of Visa Inc since 2019, you’ll have an opportunity to shape the payments experience globally. Being part of Visa, the world’s leader in digital payments technology, our mission is to connect the world through the most creative, reliable and secure payment network, enabling individuals, businesses, and economies to thrive.
Visa Payments Limited is a financial technology business that provides cross-border payment processing services to banks and payments businesses across six continents through its global network. One of the fastest growing global Fintech businesses the Group also provides tailored FX and payment solutions direct to corporates through its EarthportFX brand.
Individuality fuels our brand and our global team – we are proud that we are a talented team of 18,000 individuals with unique backgrounds, perspectives and experiences. Therefore, we understand that you are much more than your day job. We encourage quality of life both within and outside of the office, and whether it is taking advantage of agile work schedules or our wellness programmes, Visa Payments Limited and Visa Inc. respects and encourages meaningful work/life balance for everyone.
If you think you could support the Visa family by joining Visa Payments Limited as a Change Analyst, we want to hear from you.
You’re an individual. We’re the team for you. Together, let’s transform the way the world pays.

Job Description

What’s it all about?
At the heart of Visa lies a secure, global payments processing network that for 40 years has empowered people, businesses and governments in 200 countries. The Organisation is amid profound change, enabling us to innovate, transform and refresh the ways of working together with our technology assets to set the foundation for the next several decades. Recently acquired, the Visa Payments Limited service provides clients with access to a global payment network, maintaining local banking partnerships, through which client business is settled directly via local clearing to banked beneficiaries in over 87 countries.
As a result, the Visa Payments Limited team are building exciting new business capabilities to the Visa Network which will form a major element of Visa’s future global payment network. This will enable Visa for growth by driving deeper relationships with clients, expanding access to Visa technology platforms, and enabling product innovation.
The Operational Change Analyst plays a key role in Operational Change Team, supporting the development and tactical execution of operational change initiatives, including readiness/impact assessments, stakeholder analysis, communications & engagement, process improvement, training, and other activities supporting change adoption of new technology, processes, and organization changes related to the Transformation and then into a Business-As-Usual mode. The Analyst will work closely with project teams, organisation divisions, key stakeholders, and staff across the company to drive successful organizational/personal transitions from current state to future state
What we expect of you, day to day.
Contribute to the development of the Change team through sharing knowledge and adding to best practice Change approach
Support the Operations Team in ensuring the framework for change impact assessment and readiness governance is implemented and embedded effectively
Deliver all relevant activities within the remit of the central change team within the business readiness process
Develop a detailed understanding of the change impacts across all relevant functional teams
Understand the wider change impacts across all other respective areas and streams and produce management information that accurately reflects the size and scale of change
Attend and facilitate desk-based and workshop activity to capture change impacts and business readiness interventions
Work with functional experts and change teams to undertake and support the detailed change impact investigations and assessments
Support the functional teams in developing sound business readiness plans
Assist functional areas execute all activities required to support the business readiness delivery across all impacted functional teams in accordance with the agreed business readiness governance framework and federated model
Work with wider change team to support the consolidation of all functional business readiness plans centrally to provide a program-wide view of change, highlighting cross-functional dependencies and risks
Establish and manage the total picture of people risks, dependencies, issues and capability requirements for any change
Work with other program teams to ensure their deliverables support the evolving requirements of business readiness (e.g. Co-existence, Testing etc)
Quality assure information produced, drive consistency of process, ensure lessons are shared and efficiencies realised in delivery across directorates
Support accurate stage go/no-go decisions by demonstrating a good understanding of change deliverables and milestone entry criteria and establishing effective relationships with functional change and business leads
Create communication plan for assigned projects and ensure user comms, training guides, are produced and distributed
Oversight of the entire change process within Operations in to BAU, to include scoping, design, testing, delivery & execution, warranty and handover into BAU
Act as the SME for the Operations teams within the various workstream
Plan and manage operational changes efficiently and effectively
Production of good-quality documentation and training about services

Qualifications

What we’re after…
Experience in dedicated change analyst roles at a large-scale organisation or management consulting firm, developing and executing change management strategies and activities to drive awareness and adoption
Experience with large-scale digital/system transformations
Excellent skills in drafting presentations, reports, communications, and other deliverables
Ability to establish and maintain strong relationships and work collaboratively with and through others
Flexible, agile, and able to work in ambiguous situations and on multiple, varied tasks
Problem solving and root cause identification skills
Ability to innovate and think out-of-the box
Ability to work in a collaborative environment
Ability to work under pressure, both in terms of deliverable deadlines, but also in terms of communication with managers and resources under difficult situations and deadlines
Bachelor's Degree or equivalent professional experience
Change Management certification (Prosci, CMAP, etc.)- desirable
Highly proficient in using Microsoft Office suite, particularly Word, Visio and Excel essential
Experience of Agile development methodologies is essential

 Communication Skills:
Excellent interpersonal communication and teamwork skills and the ability to build and maintain strong relationships with clients, vendors, senior managers and all Visa Payments Limited staff using collaborative approach
Excellent verbal/written communication and listening skills with varied audiences at all organisation levels
Calm, professional and assertive
Strong written and verbal communication skills including technical writing skills
Excellent interpersonal skills, strong communication and validation skills
Self-Management:
Independent and hands-on worker who takes ownership and who is able of operating with minimal supervision and who can use initiative in a constructive and positive way.
Additional Information

Think you have what it takes?
If you are interested in a career that will challenge and inspire you – we’d love to hear from you!
Diversity & Inclusion
Universal acceptance for everyone, everywhere, is not only our brand promise, it’s the foundation of our company culture. We foster a feeling of connectedness in the workplace, support diversity of thought, culture and background, fight for important initiatives like Equal Pay and actively work to eliminate unconscious biases that hold us all back.
By leveraging the diverse backgrounds and perspectives of our worldwide teams, Visa Payments Limited is a better place to work and a better business partner to our clients."
441,Slough,Tradeweb,Financial Accountant,"Recently qualified accountant/Finalist (ACA, ACCA, CIMA) , with previous relevant experience.
You will be a self-starter with excellent analytical skills.","We are a long-established company (30 years!) with a refreshingly innovative approach to doing business. We’re looking for a Client Accounts Assistant to join our team; this is a great opportunity as you’ll be mainly working on one of our client accounting projects over a period of 4 months; although this role is initially for a 4 month period it has the potential to become a permanent position.You will have proven experience in a fast paced finance environment; this role requires a high level of accuracy and you must be confident using excel.If this sounds like the role for you; we’d love to hear from you, once you’ve sent us your application one of our friendly Talent Acquisition Team will give you a call to discuss this great opportunity!Key Responsibilities of the Client Accounts AssistantAnalysing and preparing detailed and accurate reports for one of our largest clients on a monthly basisPreparation and distribution of Landlord Rent Invoices to Local Authorities and internal departmentsProcess contractor and utility invoicesMatch contractor invoices to completed works ordersEnsure weekly and monthly statement reconciliations are completed and all subsequent queries dealt with in a timely mannerPreparation and payments to contractors, landlords and local authoritiesDaily allocation of receipts to appropriate accountsDaily, weekly and monthly reconciliations of bank accountsPreparation and mailing of monthly statements to landlords including attaching of contractor invoices as requiredGeneral administration, filing and updating recordsAbout youProven experience in purchase/sales ledgerBright and hardworking individual in order to fit in well with the rest of the dynamic team.Enthusiastic and Proactive attitudeAnalytical, with excellent problem-solving skillsExcellent communication skillsAccuracy and attention to detailJob Types: Full-time, ContractSalary: £18,000.00 to £22,000.00 /yearExperience:excel: 1 year (Preferred)Accounting: 1 year (Preferred)Work remotely:Temporarily due to COVID-19"
